1_value,2_value,3_value,4_value,5_value,EV,max_suit,win_rate
2,3,6,7,10,0.358221,3,0.39348
1,4,5,6,12,0.360722,2,0.45228
0,5,6,6,12,0.520707,2,0.76652
0,1,8,8,12,0.553454,2,0.827
5,6,8,10,10,0.594534,3,0.72992
0,1,5,6,9,0.325484,3,0.34256
2,3,3,5,10,0.504613,3,0.4082
4,5,7,7,8,0.57975,2,0.73424
1,2,4,5,9,0.385321,2,0.35952
0,3,4,6,7,0.559424,4,0.57976
1,3,3,9,10,0.477136,2,0.4042
7,7,7,8,10,0.777991,2,0.47104
2,5,10,11,11,0.584914,2,0.81812
2,5,5,7,12,0.507888,2,0.54624
2,4,6,8,12,0.360888,2,0.46148
1,5,6,8,12,0.360704,2,0.48336
1,2,3,4,4,0.585414,2,0.69612
3,7,7,9,10,0.546124,2,0.44532
0,1,6,8,12,0.339472,2,0.50476
1,2,6,7,12,0.342863,2,0.46892
1,6,10,10,11,0.587211,3,0.83752
0,5,5,7,12,0.507854,2,0.56088
0,5,8,10,11,0.375798,3,0.48396
0,1,1,3,9,0.448581,2,0.33856
0,1,2,7,11,0.348539,3,0.40832
1,5,8,9,11,0.362785,2,0.46756
0,1,1,10,11,0.44443,2,0.5054
1,3,4,9,10,0.330386,2,0.31152
0,6,8,9,11,0.385516,3,0.4854
1,3,9,11,12,0.389576,3,0.54332
2,5,8,10,11,0.357923,2,0.4566
0,1,8,9,11,0.363793,3,0.4872
3,5,7,9,9,0.567927,2,0.74992
0,3,7,10,11,0.337506,2,0.44204
5,5,8,9,9,0.67973,2,0.80644
5,7,8,9,12,0.452987,2,0.5218
3,7,8,11,12,0.370442,2,0.5194
0,1,2,11,12,0.410017,2,0.51892
1,2,2,6,12,0.466108,2,0.53668
3,3,7,8,10,0.494421,2,0.41764
1,2,5,10,11,0.333293,2,0.42324
0,2,4,7,11,0.348369,3,0.40928
0,1,4,10,12,0.338886,2,0.4892
0,4,9,10,11,0.377235,3,0.48644
1,2,6,10,10,0.571776,2,0.79112
2,3,3,8,10,0.476096,2,0.3962
4,4,6,10,11,0.497385,2,0.49204
0,0,1,6,9,0.441792,3,0.35196
0,2,4,5,6,0.386072,2,0.33956
5,7,8,8,12,0.559026,2,0.71264
1,5,5,9,12,0.52718,3,0.5826
2,3,4,4,5,0.600577,3,0.69204
6,7,8,10,12,0.473996,3,0.52164
4,7,9,11,12,0.37439,2,0.52188
0,1,2,5,9,0.326223,3,0.30656
1,4,7,9,12,0.368813,3,0.50972
0,0,2,7,7,0.65907,2,0.7348
0,0,8,10,12,0.444058,2,0.56904
1,4,5,10,11,0.338036,2,0.39244
0,3,5,7,9,0.343615,3,0.352
3,8,9,9,10,0.588163,3,0.81632
7,7,8,9,10,0.631929,2,0.57388
0,3,3,9,10,0.477118,2,0.40568
4,5,6,6,12,0.552902,3,0.63832
1,2,7,8,12,0.346834,2,0.49312
0,1,2,6,11,0.517944,4,0.6108
2,5,6,6,9,0.528596,2,0.71312
0,0,1,3,12,0.506967,3,0.58896
1,1,5,8,9,0.452658,2,0.35476
3,4,5,9,10,0.372564,3,0.32536
2,3,5,10,12,0.390633,3,0.46476
2,4,4,8,12,0.494141,2,0.55216
2,3,4,4,11,0.506668,2,0.57472
1,6,10,11,12,0.367125,2,0.5244
1,3,3,4,12,0.486571,2,0.51224
3,7,10,12,12,0.59727,2,0.85012
0,4,6,9,10,0.325107,2,0.38616
1,5,6,8,12,0.360704,2,0.49936
3,4,6,6,10,0.54548,3,0.54044
1,2,5,7,10,0.316725,2,0.34044
0,3,9,9,11,0.560678,2,0.82832
3,6,6,8,11,0.521916,2,0.45924
0,2,9,9,10,0.559551,2,0.79396
2,3,4,7,10,0.362139,3,0.32348
1,2,4,7,9,0.340645,3,0.29688
4,5,7,7,9,0.542483,2,0.68372
1,8,11,12,12,0.601597,2,0.87448
1,2,3,6,10,0.35273,3,0.3326
2,4,7,12,12,0.597055,2,0.81652
0,8,10,11,12,0.461331,3,0.62548
3,4,6,11,12,0.390969,3,0.47232
3,3,5,7,10,0.48403,2,0.38628
1,2,5,7,10,0.316725,2,0.3286
3,5,7,9,12,0.369394,2,0.45352
1,6,7,9,11,0.377507,3,0.46436
1,3,7,11,12,0.354828,2,0.49048
2,3,6,6,12,0.531553,2,0.72328
0,1,2,2,3,0.574617,3,0.68848
3,4,8,11,12,0.550233,4,0.69592
2,2,4,5,8,0.477014,2,0.29208
0,5,6,9,9,0.563151,2,0.78952
1,4,6,6,7,0.542232,3,0.60144
4,6,7,8,11,0.43592,2,0.48032
0,2,2,4,8,0.459015,2,0.28916
0,0,5,10,11,0.431401,2,0.48596
3,5,5,9,12,0.510063,2,0.53828
0,3,5,6,9,0.351093,3,0.35384
1,2,3,6,9,0.344807,3,0.28812
0,0,2,4,5,0.429481,2,0.21188
1,2,5,8,8,0.548954,2,0.70708
0,5,6,8,10,0.335145,2,0.3864
2,3,5,5,10,0.531478,3,0.64724
0,1,1,2,4,0.630378,4,0.5298
0,3,3,4,9,0.476631,2,0.3248
1,3,3,8,11,0.477219,2,0.45008
2,7,9,11,11,0.589312,2,0.845
7,8,9,10,10,0.662802,3,0.8096
1,1,3,3,4,0.628135,2,0.63712
1,6,7,9,11,0.354073,2,0.43588
3,3,6,8,12,0.481846,2,0.55376
0,6,6,11,12,0.543109,3,0.6228
2,5,8,8,11,0.563176,3,0.79276
0,2,3,3,5,0.483461,2,0.59444
2,2,3,8,12,0.469643,2,0.54576
4,8,10,11,12,0.451861,2,0.60268
0,1,6,10,12,0.343224,2,0.52528
3,4,6,9,11,0.352349,2,0.3574
0,4,7,8,9,0.358908,3,0.37584
1,4,7,9,12,0.368849,3,0.50788
0,1,3,8,12,0.42782,3,0.50472
4,5,9,9,10,0.57434,3,0.78576
3,5,10,12,12,0.610122,3,0.85368
2,4,5,11,11,0.592821,2,0.70808
0,2,4,9,12,0.339687,2,0.45168
0,3,5,6,12,0.355408,2,0.49144
0,3,4,5,5,0.514684,2,0.68372
0,1,6,6,8,0.516084,2,0.75852
0,8,8,12,12,0.709505,3,0.88456
3,4,6,9,10,0.352153,2,0.32732
4,4,7,9,9,0.677279,2,0.80116
0,4,4,5,7,0.497488,2,0.27572
2,3,5,9,11,0.345464,2,0.3632
0,2,3,8,12,0.43125,3,0.49416
0,3,5,11,12,0.372628,3,0.54248
3,4,5,6,7,0.780143,2,0.92948
2,3,4,8,12,0.362354,2,0.3946
0,5,6,9,9,0.563151,2,0.78952
0,1,1,8,9,0.440028,2,0.35924
0,2,5,11,12,0.345554,2,0.52584
1,8,9,11,12,0.463767,3,0.62436
1,5,10,10,11,0.587197,3,0.85748
2,4,4,5,9,0.517067,3,0.36176
3,4,4,5,11,0.525795,3,0.47844
3,4,5,6,9,0.497834,3,0.45824
0,2,4,6,8,0.342123,3,0.29504
3,7,10,11,12,0.373883,2,0.50804
0,4,7,8,11,0.369535,3,0.47804
3,8,9,10,11,0.526494,3,0.6314
1,3,3,7,12,0.502027,3,0.55272
1,7,8,10,10,0.581243,2,0.79832
0,3,4,8,9,0.307743,2,0.2938
3,6,7,9,10,0.429186,2,0.452
0,1,4,12,12,0.600631,2,0.81992
0,1,9,11,11,0.584756,2,0.8196
3,8,9,9,12,0.566901,2,0.79728
3,5,7,9,12,0.369394,2,0.4718
1,3,9,11,11,0.598229,3,0.831
0,3,4,8,12,0.340231,2,0.43404
5,6,8,9,11,0.459505,3,0.49776
2,7,7,8,8,0.678601,3,0.79096
2,4,6,10,11,0.342744,2,0.40744
2,3,7,10,11,0.365856,3,0.46988
1,5,6,11,12,0.372745,3,0.52832
0,0,1,1,6,0.618614,3,0.61904
4,6,6,7,12,0.533156,2,0.54232
2,3,8,11,12,0.368073,2,0.50564
3,4,5,6,10,0.484989,2,0.46448
1,2,5,8,10,0.318725,2,0.34068
0,5,6,7,10,0.36605,3,0.4108
1,4,5,11,12,0.353114,2,0.47808
2,4,8,11,11,0.584776,2,0.81984
4,8,10,10,11,0.582656,2,0.8356
3,6,6,7,11,0.526392,2,0.46192
3,3,5,8,12,0.480742,2,0.54496
2,4,4,9,12,0.495199,2,0.56772
0,5,7,10,12,0.532838,4,0.64864
0,3,3,7,9,0.473798,2,0.34548
2,5,6,9,9,0.581856,3,0.7498
0,2,6,8,10,0.342103,3,0.40352
1,3,5,5,11,0.510141,2,0.69068
0,2,7,8,12,0.367918,3,0.51528
3,5,6,6,8,0.548919,3,0.67848
1,3,4,4,5,0.543591,2,0.68148
3,4,5,9,12,0.371348,2,0.40224
5,7,8,8,10,0.562125,2,0.7186
1,1,6,9,12,0.450634,2,0.58536
2,7,8,9,12,0.403198,3,0.54172
0,3,5,10,10,0.571751,2,0.80488
0,0,5,7,8,0.440906,2,0.31604
0,1,4,5,12,0.328929,2,0.4516
4,5,7,12,12,0.605044,2,0.74904
1,2,5,8,8,0.563976,3,0.73192
2,5,6,11,12,0.359958,2,0.4818
0,2,4,6,10,0.319266,2,0.34152
0,2,3,8,10,0.343956,3,0.34756
2,2,9,9,11,0.687806,3,0.79528
1,3,10,11,12,0.368986,2,0.53132
0,5,7,8,9,0.412239,2,0.45904
0,3,4,5,7,0.412739,3,0.38908
0,3,7,10,12,0.350301,2,0.51408
5,8,9,11,11,0.610843,3,0.79504
0,1,10,10,11,0.573059,2,0.81816
0,3,8,11,11,0.584732,2,0.81272
0,1,5,6,7,0.337762,3,0.30532
0,8,11,11,12,0.59059,2,0.8824
4,6,10,11,12,0.396421,3,0.53672
0,0,4,8,9,0.447885,3,0.3752
0,1,2,7,10,0.312353,2,0.32996
0,1,2,8,12,0.405145,2,0.47592
2,2,3,8,9,0.459358,2,0.34068
0,0,6,8,11,0.430429,2,0.48636
0,5,6,6,10,0.647768,4,0.84116
1,2,6,9,11,0.324582,2,0.43728
0,4,7,8,12,0.349135,2,0.4998
1,4,4,6,10,0.489618,2,0.39444
2,3,5,11,12,0.390521,3,0.35956
1,5,6,9,10,0.329991,2,0.3878
0,2,4,9,12,0.339687,2,0.4692
0,1,3,4,9,0.375735,2,0.3546
2,4,4,8,10,0.491887,2,0.3892
3,5,6,11,11,0.605927,3,0.733
2,4,4,5,6,0.561555,3,0.36728
0,6,6,7,8,0.550194,3,0.3632
2,4,8,9,10,0.352453,2,0.39148
4,5,10,12,12,0.610142,3,0.84044
2,4,9,11,11,0.58483,2,0.82884
4,6,6,7,11,0.532056,2,0.48184
6,7,7,7,8,0.78185,3,0.9232
0,1,2,5,7,0.492345,4,0.39532
0,5,6,10,12,0.366489,3,0.39308
2,5,6,8,8,0.559273,2,0.716
3,3,5,12,12,0.700732,2,0.85332
1,2,2,9,11,0.461448,2,0.47124
0,3,9,12,12,0.60081,2,0.86812
0,5,6,9,10,0.351307,3,0.4068
0,2,3,5,7,0.307078,2,0.22456
2,2,3,10,12,0.471717,2,0.56368
0,2,3,6,9,0.317503,2,0.27208
0,4,6,11,12,0.344104,2,0.5124
0,0,5,7,7,0.659121,2,0.77392
3,3,4,5,10,0.511872,3,0.41176
2,3,7,10,12,0.355567,2,0.486
0,2,3,3,10,0.48288,2,0.61876
4,4,7,10,12,0.499562,2,0.554
0,1,2,12,12,0.641318,3,0.80764
1,5,8,9,11,0.362785,2,0.46516
0,5,6,9,12,0.374681,3,0.51292
3,6,7,9,12,0.380131,2,0.48028
3,6,7,11,11,0.588956,2,0.75012
0,5,8,10,10,0.571883,2,0.79852
2,3,7,11,12,0.357355,2,0.51724
3,4,7,10,12,0.383572,3,0.48888
6,6,7,8,11,0.540227,2,0.49868
5,6,8,10,11,0.375673,2,0.39496
3,3,4,10,12,0.481663,2,0.53848
3,3,6,8,12,0.481846,2,0.55416
0,3,6,9,11,0.348807,3,0.44684
1,3,4,6,7,0.395701,2,0.3526
2,9,11,11,12,0.590634,2,0.87856
1,2,4,8,12,0.538477,4,0.63936
0,1,2,3,11,0.46036,2,0.49568
1,4,6,8,8,0.549226,2,0.77372
0,3,8,10,11,0.348225,2,0.4544
1,2,6,7,8,0.325141,2,0.30652
0,1,3,7,10,0.31492,2,0.31444
2,4,5,7,7,0.560223,3,0.68616
0,2,9,11,12,0.385053,3,0.55948
0,2,3,4,7,0.404042,3,0.34268
1,2,4,5,7,0.410296,3,0.34468
0,2,3,10,12,0.432748,3,0.51696
0,4,5,11,11,0.584649,2,0.79876
0,1,2,8,10,0.314353,2,0.3352
0,3,5,10,12,0.346219,2,0.50072
8,9,10,10,11,0.664889,3,0.79432
6,8,10,11,12,0.455289,2,0.56972
2,3,5,9,9,0.581541,3,0.70004
1,1,3,11,12,0.47703,3,0.59116
0,2,3,5,8,0.510946,4,0.51852
7,7,8,9,11,0.593526,2,0.57736
0,1,3,4,5,0.546692,4,0.55096
3,4,4,5,6,0.592038,2,0.44668
0,6,9,10,12,0.392542,3,0.54584
0,5,7,7,9,0.552968,3,0.7686
3,5,10,10,11,0.573165,2,0.80692
1,6,6,8,10,0.526544,2,0.43792
0,6,9,11,12,0.362712,2,0.53272
0,1,4,5,10,0.304795,2,0.32976
5,8,10,11,11,0.593932,2,0.81468
2,5,6,9,12,0.388614,3,0.48136
0,1,8,8,9,0.560725,3,0.80892
2,6,8,9,9,0.568169,2,0.77948
0,1,4,6,6,0.518944,2,0.70844
0,0,0,8,10,0.744195,3,0.47332
6,8,8,8,9,0.780782,2,0.91828
3,4,10,11,12,0.367851,2,0.49796
0,1,5,7,12,0.335379,2,0.49256
0,6,9,10,12,0.369649,2,0.53832
3,4,6,7,8,0.409195,2,0.38616
0,2,4,4,8,0.509094,3,0.67416
4,6,9,9,11,0.560785,2,0.80304
5,9,9,10,12,0.567959,2,0.60372
0,2,3,8,11,0.330365,2,0.35856
1,4,6,7,12,0.356442,2,0.475
7,7,8,9,11,0.593526,2,0.57896
5,8,9,9,9,0.785406,2,0.88784
3,6,6,8,11,0.521916,2,0.47468
2,3,7,9,11,0.340919,2,0.42072
0,1,4,4,10,0.493142,2,0.6668
1,2,3,7,12,0.419229,2,0.43224
3,4,7,9,11,0.376634,3,0.31784
0,8,9,9,10,0.588365,3,0.82996
2,4,11,11,12,0.599399,3,0.69796
1,5,10,10,12,0.587525,3,0.86556
0,2,3,3,10,0.48288,2,0.59616
0,4,8,11,12,0.378194,3,0.41508
0,0,4,9,10,0.450667,3,0.44756
0,5,6,8,10,0.335145,2,0.38924
1,4,5,5,12,0.528843,3,0.71212
1,5,5,7,10,0.505629,2,0.40744
0,0,1,11,11,0.692356,2,0.84636
1,5,8,12,12,0.609983,3,0.85308
3,4,7,10,12,0.382875,3,0.48744
0,5,5,7,12,0.525794,3,0.58512
7,10,11,12,12,0.601706,2,0.83376
2,3,6,9,12,0.360206,2,0.44884
2,4,7,8,12,0.354402,2,0.46952
1,2,5,6,11,0.325515,2,0.3808
0,5,8,10,10,0.571883,2,0.80164
1,4,10,11,12,0.36298,2,0.53672
0,2,4,6,12,0.342174,2,0.44964
4,5,5,7,9,0.516506,2,0.34184
0,5,5,8,12,0.508955,2,0.5724
2,4,5,7,10,0.343591,2,0.318
0,2,9,11,11,0.598192,3,0.8404
4,6,7,8,9,0.49376,2,0.51644
0,1,2,3,6,0.438446,2,0.3732
1,1,4,9,11,0.447228,2,0.4816
0,1,1,6,8,0.43658,2,0.28548
0,0,1,10,11,0.426449,2,0.49832
1,3,6,9,11,0.350625,3,0.44172
2,3,9,10,10,0.571939,2,0.8058
3,4,8,9,12,0.36077,2,0.4816
1,3,3,7,11,0.476117,2,0.46416
0,1,2,4,8,0.545519,4,0.56832
0,4,5,6,10,0.336299,2,0.36524
0,2,6,8,8,0.544131,2,0.77852
1,2,6,8,9,0.322694,2,0.33536
2,3,5,10,11,0.347309,2,0.36876
2,6,8,8,9,0.570471,3,0.80052
1,1,5,7,10,0.466288,3,0.4262
0,2,4,8,12,0.362137,3,0.49028
5,7,7,7,10,0.775999,2,0.92844
4,4,4,9,10,0.760533,2,0.47504
5,7,8,9,11,0.635495,4,0.67028
0,1,1,7,11,0.463155,3,0.49996
1,3,3,6,8,0.471481,2,0.275
1,4,7,8,9,0.338796,2,0.3386
4,7,8,8,12,0.553911,2,0.75584
0,1,5,8,11,0.315171,2,0.436
1,4,7,8,10,0.347099,2,0.39472
1,3,7,8,11,0.336467,2,0.42704
0,6,9,10,12,0.369649,2,0.51212
0,0,3,6,10,0.423542,2,0.37196
3,4,5,8,9,0.363649,3,0.21044
0,1,3,5,7,0.304429,2,0.22108
2,6,6,9,11,0.522956,2,0.5022
0,5,7,7,12,0.535109,2,0.76736
0,2,2,6,10,0.4777,3,0.42168
3,6,8,8,9,0.570569,3,0.78788
0,1,1,7,10,0.440095,2,0.40436
0,3,4,7,9,0.34069,3,0.3226
0,2,3,5,11,0.355274,3,0.29264
0,0,3,7,8,0.422318,2,0.29376
0,1,3,4,9,0.375735,2,0.34792
2,2,5,7,12,0.464066,2,0.51948
1,2,7,7,12,0.540106,2,0.76932
2,5,5,11,11,0.693497,2,0.83736
2,4,5,7,12,0.365263,2,0.43544
0,1,1,1,2,0.745121,2,0.91284
2,3,10,10,12,0.592266,3,0.84836
2,6,8,9,12,0.379972,2,0.49916
2,6,11,11,12,0.599428,3,0.87756
0,1,3,4,7,0.380874,2,0.3242
1,6,8,9,11,0.364792,2,0.46164
1,2,4,6,10,0.322009,2,0.3068
1,5,6,9,11,0.340714,2,0.43788
2,3,5,7,11,0.341638,2,0.3778
2,7,8,10,12,0.375036,2,0.50524
0,3,4,6,10,0.331485,2,0.32976
0,0,5,7,9,0.434022,2,0.36436
4,4,5,8,10,0.51736,3,0.42064
1,3,4,5,12,0.580533,4,0.68504
0,1,2,7,8,0.297887,2,0.245
0,0,2,4,9,0.426423,2,0.3204
2,8,8,10,10,0.686237,2,0.83876
1,3,4,10,12,0.355101,2,0.44144
2,3,8,10,12,0.388892,3,0.53048
1,2,2,9,10,0.48103,3,0.43072
1,2,2,5,6,0.478197,3,0.25832
1,2,10,10,12,0.578363,2,0.84628
3,3,5,8,11,0.498482,3,0.47428
1,2,3,3,11,0.509079,3,0.5854
1,1,4,7,12,0.446213,2,0.54216
1,2,9,9,11,0.575419,3,0.80268
3,3,8,9,10,0.503472,2,0.44112
0,4,7,10,11,0.339794,2,0.45212
1,4,5,8,9,0.325705,2,0.29616
0,3,5,5,10,0.503229,2,0.71096
0,3,6,7,7,0.549353,3,0.61396
1,2,6,10,12,0.348606,2,0.49812
0,0,1,4,9,0.425098,2,0.31944
0,4,6,10,12,0.34231,2,0.49724
0,1,2,5,12,0.399674,2,0.48556
0,2,3,6,8,0.312221,2,0.2512
0,3,3,6,7,0.476917,2,0.26744
0,2,3,9,10,0.321489,2,0.33644
0,0,6,7,12,0.430485,2,0.55232
0,0,3,7,8,0.444063,3,0.32564
5,8,8,10,12,0.556269,2,0.56688
0,2,5,7,10,0.330288,3,0.38424
0,1,7,10,12,0.367699,3,0.53344
0,2,4,8,11,0.324466,2,0.38492
3,4,6,6,9,0.544676,3,0.654
5,6,9,10,11,0.368265,2,0.43696
0,1,2,10,11,0.328922,2,0.40584
3,5,7,9,12,0.369394,2,0.45444
0,4,8,9,12,0.37624,3,0.53584
1,3,10,11,12,0.390365,3,0.54604
1,1,3,8,8,0.677271,3,0.76696
0,3,4,6,7,0.393318,2,0.34764
0,1,6,7,10,0.313778,2,0.36916
3,6,7,8,9,0.492151,2,0.51524
0,3,5,7,8,0.336562,3,0.22816
3,5,5,10,11,0.527385,3,0.50632
2,5,8,8,9,0.565484,3,0.78324
0,3,8,10,11,0.348225,2,0.47252
1,3,7,8,8,0.544199,2,0.76392
0,7,8,10,12,0.36977,2,0.51568
2,3,3,5,8,0.501767,3,0.31088
2,5,7,10,11,0.36956,3,0.34844
1,1,3,4,9,0.4723,3,0.35932
0,2,8,10,12,0.380981,3,0.543
0,3,4,11,12,0.368587,3,0.49888
2,3,7,9,9,0.670929,4,0.80756
0,0,6,7,10,0.436366,2,0.40012
2,2,4,7,10,0.460627,2,0.38928
0,10,11,12,12,0.60161,2,0.8776
0,2,2,3,4,0.531668,3,0.3166
1,3,3,7,11,0.476117,2,0.46416
1,4,7,8,12,0.373674,3,0.38684
2,2,4,7,11,0.461775,2,0.4544
3,5,6,9,10,0.378205,3,0.36644
0,2,5,6,9,0.314187,2,0.32136
0,4,7,8,10,0.367043,3,0.42224
0,4,5,7,10,0.353,3,0.39808
0,3,3,6,10,0.473808,2,0.38596
4,7,8,12,12,0.61287,3,0.64472
3,4,5,8,8,0.558971,2,0.64536
4,4,6,6,11,0.666671,3,0.73512
1,2,5,9,11,0.331441,2,0.41292
3,6,7,8,11,0.366213,2,0.42796
1,5,7,12,12,0.69666,4,0.88524
1,4,6,6,10,0.518476,2,0.72664
0,1,4,10,11,0.350067,3,0.44224
0,4,9,11,11,0.688417,4,0.87452
0,2,4,6,12,0.366892,3,0.46588
5,5,5,9,12,0.765999,2,0.62324
0,3,3,6,7,0.476917,2,0.26868
1,3,4,5,6,0.466859,2,0.44376
3,3,4,6,12,0.490567,2,0.51736
0,2,7,8,10,0.352712,3,0.41692
0,0,10,11,12,0.468372,3,0.61292
0,1,4,6,11,0.317735,2,0.39084
1,3,5,7,7,0.555094,3,0.71108
2,6,8,11,12,0.366212,2,0.51936
2,10,11,12,12,0.601639,2,0.84872
0,3,3,6,10,0.473808,2,0.39396
2,10,11,12,12,0.601639,2,0.87792
3,7,9,10,12,0.379146,2,0.49964
2,2,8,10,12,0.477812,2,0.5944
0,1,6,8,12,0.339472,2,0.50176
1,2,7,10,11,0.337791,2,0.44628
0,1,5,10,10,0.67969,4,0.84548
1,3,6,9,10,0.32556,2,0.37188
0,2,3,8,11,0.330365,2,0.3592
1,2,6,7,11,0.320659,2,0.42
0,2,4,4,7,0.489619,2,0.64256
2,7,9,10,12,0.399589,3,0.5456
2,2,3,8,9,0.459358,2,0.32608
0,3,5,6,11,0.334352,2,0.42672
0,0,6,7,10,0.436366,2,0.41624
0,1,5,7,11,0.313169,2,0.43192
3,5,9,12,12,0.610066,3,0.84612
3,4,5,5,9,0.536047,3,0.60808
1,5,7,9,10,0.341344,2,0.39792
1,6,6,8,11,0.538901,3,0.51672
2,3,4,4,12,0.507777,2,0.60376
1,7,9,10,11,0.448944,3,0.55488
0,2,11,12,12,0.613616,3,0.8722
0,4,7,9,10,0.33646,2,0.38732
3,3,7,8,11,0.488698,2,0.47144
5,7,7,11,11,0.693933,2,0.807
4,4,6,9,11,0.514678,3,0.4942
2,3,4,6,12,0.424785,2,0.46008
0,2,5,7,7,0.529247,2,0.7598
2,3,4,5,12,0.504604,3,0.54884
1,3,4,5,6,0.483267,3,0.4518
2,3,4,5,10,0.476871,2,0.45544
0,3,4,5,10,0.329358,2,0.35088
2,4,4,7,8,0.4948,2,0.2952
0,2,4,5,10,0.340529,3,0.36244
5,8,9,10,10,0.586118,2,0.7892
1,2,3,5,7,0.405631,3,0.33428
0,1,6,8,10,0.34104,3,0.41244
1,6,9,9,9,0.785372,2,0.93688
0,0,8,9,11,0.450145,2,0.4932
1,3,4,4,7,0.50208,2,0.59392
0,2,7,8,10,0.352539,3,0.3104
0,2,3,3,8,0.480543,2,0.5864
0,0,1,7,11,0.445129,3,0.47684
1,2,5,7,9,0.344191,3,0.34324
0,5,11,11,12,0.599546,3,0.90064
0,1,3,9,10,0.318843,2,0.32516
0,1,5,7,11,0.313169,2,0.40916
2,6,8,9,11,0.367322,2,0.44324
2,3,6,10,11,0.36508,3,0.44244
2,8,10,11,11,0.606749,3,0.84856
3,6,9,10,12,0.377259,2,0.52072
2,2,8,9,9,0.676851,2,0.8164
0,5,6,6,11,0.536614,3,0.76136
0,0,6,10,12,0.433665,2,0.56176
1,3,5,8,12,0.353596,2,0.45628
0,1,4,5,11,0.315608,2,0.39024
2,3,6,7,10,0.358221,3,0.39348
1,2,2,3,5,0.517575,2,0.32648
1,3,8,11,11,0.584747,2,0.80132
2,3,6,7,11,0.334767,2,0.40024
2,2,6,6,9,0.653942,2,0.70272
5,6,8,12,12,0.605245,2,0.75312
0,3,6,8,10,0.320888,2,0.37388
5,5,5,8,8,0.856293,2,0.79124
3,8,9,10,11,0.510903,2,0.60524
4,4,7,8,11,0.526213,3,0.51316
0,7,7,10,11,0.542741,2,0.52796
2,3,10,11,12,0.392893,3,0.54388
2,4,7,10,12,0.349556,2,0.48184
0,2,3,4,4,0.541427,2,0.7086
5,6,7,9,11,0.439575,2,0.45412
7,9,10,10,12,0.597312,3,0.77436
0,1,4,5,11,0.34108,3,0.4278
1,2,5,6,7,0.51186,4,0.43444
1,2,4,8,12,0.372965,3,0.45724
1,4,6,9,10,0.32785,2,0.38152
4,5,6,7,8,0.787646,3,0.9056
3,8,9,9,10,0.574543,2,0.79724
0,1,5,8,12,0.362851,3,0.51
1,1,3,7,8,0.460928,3,0.3216
0,0,6,9,12,0.432648,2,0.55248
0,6,6,9,12,0.52403,2,0.58328
3,4,4,10,11,0.495112,2,0.46768
0,1,3,6,7,0.306559,2,0.22268
2,2,2,9,11,0.74924,2,0.54936
3,5,5,8,10,0.506764,2,0.4056
3,6,7,7,11,0.554757,3,0.58852
2,5,5,6,7,0.518933,2,0.28816
0,3,4,7,12,0.346783,2,0.4514
5,6,7,10,12,0.407454,3,0.43804
3,7,9,10,12,0.379146,2,0.50264
1,4,6,6,11,0.5196,2,0.7328
0,0,0,1,3,0.746209,3,0.21532
8,10,11,12,12,0.636742,2,0.84224
0,3,6,8,12,0.344569,2,0.48956
1,7,8,10,11,0.428753,2,0.52052
1,4,6,9,12,0.343201,2,0.49268
0,0,2,3,11,0.456151,3,0.45796
1,4,5,6,6,0.530433,2,0.69492
1,4,6,8,9,0.327442,2,0.3264
6,6,7,7,10,0.666371,2,0.71072
6,6,7,8,10,0.580639,2,0.49672
0,5,9,10,12,0.381052,3,0.54752
5,6,10,10,11,0.587269,3,0.81004
0,0,2,7,9,0.422251,2,0.34064
2,3,4,5,7,0.486598,3,0.435
0,6,9,10,12,0.369649,2,0.51324
0,2,4,6,7,0.314641,2,0.23912
0,3,5,6,7,0.39405,2,0.38768
1,9,10,11,12,0.465214,3,0.61924
2,5,6,11,12,0.359958,2,0.48008
0,3,6,7,12,0.3737,3,0.51024
2,3,6,7,12,0.378522,3,0.47516
2,9,12,12,12,0.798422,2,0.96156
4,7,8,10,11,0.46292,3,0.5286
3,6,7,9,10,0.429186,2,0.4522
0,1,3,5,11,0.321508,2,0.36984
4,7,7,9,12,0.537362,2,0.55008
2,3,7,9,10,0.339444,2,0.38044
2,2,3,10,11,0.483626,3,0.49528
1,2,3,7,10,0.329924,2,0.30028
0,3,8,9,10,0.537031,4,0.62732
1,2,6,7,12,0.342863,2,0.47444
3,5,6,7,7,0.58329,2,0.75228
2,5,5,6,11,0.511467,2,0.46864
2,3,4,4,9,0.5044,2,0.56408
1,2,4,6,11,0.332177,2,0.35348
3,4,6,6,12,0.547534,3,0.54916
1,3,4,10,12,0.355101,2,0.42292
3,6,9,10,11,0.364043,2,0.45648
6,8,8,10,12,0.575431,3,0.61292
0,0,2,9,10,0.425592,2,0.4196
1,1,5,9,12,0.44953,2,0.5434
2,6,8,9,11,0.38998,3,0.47208
5,9,11,12,12,0.614277,3,0.862
2,3,5,8,11,0.343554,2,0.36796
1,2,3,10,10,0.597621,3,0.67472
0,1,4,8,8,0.548826,2,0.7196
1,5,6,7,11,0.355101,2,0.43696
1,6,6,8,11,0.651078,4,0.6582
0,6,7,8,12,0.370682,2,0.49228
0,1,8,10,11,0.343125,2,0.45856
3,5,10,10,11,0.573165,2,0.83524
3,5,7,12,12,0.601023,2,0.77216
0,2,4,5,8,0.340212,3,0.31496
0,1,2,4,4,0.550616,3,0.70204
2,2,4,9,10,0.462788,2,0.39264
0,3,6,7,8,0.324854,2,0.30952
